保險其他營業成本,保險服務結果,停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他營業結果,其他綜合損益,其他綜合損益（淨額）,其他綜合損益（稅後淨額）,其他綜合損益（稅後）,利息以外淨損益,利息以外淨收益,利息淨收益,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,呆帳費用、承諾及保證責任準備提存,基本每股盈餘,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,所得稅（費用）利益,支出,支出及費用,收入,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期稅後淨利（淨損）,本期綜合損益總額,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,淨收益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,繼續營業單位本期純益（純損）,繼續營業單位稅前損益,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）,財務結果
,,,2248,華勝-KY,,,,39717,,,,,,,,,,,1.87,1,,上市,115,16593,,,,,,,,89046,,128763,,,,,,89046,,,,97021,,8618,404704,593726,189022,189022,92001,,105639,,128763,,89046,,,,,,
,,,2250,IKKA-KY,,,,12336,,,,,,,,,,,0.64,1,,上市,115,15404,,,,,,,,23246,,35582,,,,,0,23246,0,,,29123,,9527,665434,802397,136963,136963,107840,,38650,0,35582,0,23246,,,,,,
,,,2254,巨鎧精密-創,,,,,,,,,,,,,,,-1.04,1,,上市,115,0,,,,,,,,-66601,,-66601,,,,,,-66601,,,,-62098,,-4503,52646,30398,-22248,-22248,39850,,-66601,,-66601,,-66601,,,,,,
,,,2258,鴻華先進-創,,,,1536,,,,,,,,,,,-0.51,1,,上市,115,39,,,,,,,,-899311,,-897775,,,,,,-899311,,,,-874554,,-24718,707227,819155,111928,111928,986482,,-899272,,-897775,,-899311,,,,,,
,,,2301,光寶科,,,,1347911,,,,,,,,,,,1.66,1,,上市,115,1195242,,,,,,,,3774659,,5122570,,,,,,3775414,-755,,,4099305,,870596,34004359,43407292,9402933,9402933,5303628,,4969901,,5120931,1639,3774659,,,,,,
,,,2302,麗正,,,,-5278,,,,,,,,,,,0.25,1,,上市,115,16844,,,,,,,,41461,,36183,,,,,,41461,,,,16066,,42239,145551,216325,70774,70774,54708,,58305,,36183,,41461,,,,,,
,,,2303,聯電,556561,,,10205040,,,,,,,,,,,1.29,1,,上市,115,526846,,,,,,,,16116984,,26322024,,,,,,16171474,-54490,,,11276411,,5367419,43219412,61037902,17818490,17818490,7098640,,16643830,,26376460,-54436,16116984,,,,,,
,,,2305,全友,,,,35142,,,,,,,,,,,0.16,1,,上市,115,14151,,,,,,,,49848,,84990,,,,,,32176,17672,,,18562,,45437,142697,246934,104237,104237,85675,,63999,,63647,21343,49848,,,,,,
,,,2308,台達電,,,,4678040,,,,,,,,,,,7.91,1,,上市,115,7258274,,,,,,,,23834549,,28512589,,,,,,20555591,3278958,,,28417303,,2675520,100391781,159352652,58960871,58960871,30543568,,31092823,,25520122,2992467,23834549,,,,,,
,,,2312,金寶,,,,506606,,,,,,,,,,,0.35,1,,上市,115,232917,,,,,,,,714778,,1221384,,,,,,526957,187821,,,879426,,68269,33183536,35632632,2449096,2449096,1569670,,947695,,635943,585441,714778,,,,,,
,,,2313,華通,,,,824145,,,,,,,,,,,1.26,1,,上市,115,240964,,,,,,,,1504169,,2328314,,,,,,1504169,,,,1938218,,-193085,16032884,19548062,3515178,3515178,1576960,,1745133,,2328314,,1504169,,,,,,
,,,2314,台揚,,,,23365,,,,,,,,,,,-0.97,1,,上市,115,2840,,,,,,,,-102686,,-79321,,,,,,-102686,,,,-106728,,6882,328197,383603,55406,55406,162134,,-99846,,-79321,,-102686,,,,,,
,,,2316,楠梓電,,,,477513,,,,,,,,,,,3.53,1,,上市,115,181542,,,,,,,,639660,,1117173,,,,,,639660,,,,-73021,,894223,958962,1022324,63362,63362,136383,,821202,,1117173,,639660,,,,,,
,,,2317,鴻海,,,,56082088,,,,,,,,,,,3.56,1,,上市,115,17074953,,,,,,,,56956277,,113038365,,,,,,49919449,7036828,,,75648689,,-1617459,1988552831,2119533391,130980560,130980560,55331871,,74031230,,101920529,11117836,56956277,,,,,,
,,,2321,東訊,,,,-13384,,,,,,,,,,,-0.12,1,,上市,115,316,,,,,,,,2022,,-11362,,,,,,-3670,5692,,,3123,,-785,112783,167589,54806,54806,51683,,2338,,-17054,5692,2022,,,,,,
,,,2323,中環,,,,-29098,,,,,,,,,,,-0.41,1,,上市,115,163412,,,,,,,,-447191,,-476289,,,,,,-447414,223,,,128850,,-412629,1527901,2075463,547562,547562,418712,,-283779,,-478667,2378,-447191,,,,,,
,,,2324,仁寶,,,,1846419,,,,,,,,,,,0.45,1,,上市,115,699988,,,,,,,,2390608,,4237027,,,,,,1967195,423413,,,2644084,,446512,190706041,201303536,10597495,10597495,7953411,,3090596,,3764065,472962,2390608,,,,,,
,,,2327,國巨*,,,,2069757,,,,,,,,,,,3.90,1,,上市,115,2287159,,,,,,,,8037530,,10107287,,,,,,8000823,36707,,,9612910,,711779,23623833,38165648,14541815,14541815,4928905,,10324689,,10066986,40301,8037530,,,,,,
,,,2328,廣宇,,,,234991,,,,,,,,,,,-0.16,1,,上市,115,41488,,,,,,,,-107624,,127367,,,,,,-83972,-23652,,,-14575,,-51561,3921165,4252307,331142,331142,345717,,-66136,,106700,20667,-107624,,,,,,
,,,2329,華泰,,,,509101,,,,,,,,,,,0.33,1,,上市,115,57016,,,,,,,,234630,,743731,,,,,,234630,,,,272602,,19044,4238773,4860476,621703,621703,349101,,291646,,743731,,234630,,,,,,
,,,2330,台積電,1676378,,,53995651,,,,,,,,,,,22.08,1,,上市,115,114998383,,,,,,,,572801304,,626796955,,,,,,572479752,321552,,,658966142,,28833545,382808019,1134103440,751295421,751295421,94005657,,687799687,,626591326,205629,572801304,,,,,,
,,,2331,精英,,,,71097,,,,,,,,,,,0.11,1,,上市,115,25640,,,,,,,,62557,,133654,,,,,,62561,-4,,,21510,,66687,4568063,5002870,434807,434807,413297,,88197,,133489,165,62557,,,,,,
,,,2332,友訊,,,,-60980,,,,,,,,,,,-0.05,1,,上市,115,45353,,,,,,,,-19711,,-80691,,,,,,-29102,9391,,,31548,,-5906,2571368,3440889,869521,869521,837973,,25642,,-61882,-18809,-19711,,,,,,
,,,2337,旺宏,,,,1954312,,,,,,,,,,,0.90,1,,上市,115,286997,,,,,,,,1779369,,3733681,,,,,,1775820,3549,,,1932572,,133794,6197512,10468868,4271356,4271356,2338784,,2066366,,3730132,3549,1779369,,,,,,
,,,2338,光罩,,,,9404,,,,,,,,,,,0.52,1,,上市,115,10354,,,,,,,,158352,,167756,,,,,-1141,149507,9986,,,14240,,154466,1268629,1538711,270082,270082,255842,,168706,-1141,158911,9986,158352,,,,,,
,,,2340,台亞,,,,-54607,,,,,,,,,,,-0.49,1,,上市,115,14681,,,,,,,,-238012,,-292619,,,,,,-215090,-22922,,,-255186,,31855,991846,954029,-37817,-37817,217369,,-223331,,-269697,-22922,-238012,,,,,,
,,,2342,茂矽,,,,-4322,,,,,,,,,,,-0.11,1,,上市,115,0,,,,,,,,-16971,,-21293,,,,,,-17129,158,,,-24520,,7549,409099,486204,77105,77105,101625,,-16971,,-21451,158,-16971,,,,,,
,,,2344,華邦電,,,,54740,,,,,,,,,,,2.25,1,,上市,115,2570746,,,,,,,,10117678,,10172418,,,,,,10114310,3368,,,12550494,,137930,17838062,38253064,20415002,20415002,7864508,,12688424,,10124005,48413,10117678,,,,,,
,,,2345,智邦,,,,-563758,,,,,,,,,,,14.92,1,,上市,115,2028594,,,,,,7930,,8333109,,7769351,,,,,,8341044,-7935,,,10048687,,313016,56411936,70120741,13708805,13700875,3652188,,10361703,,7777509,-8158,8333109,,,,,,
,,,2347,聯強,,,,2453998,,,,,,,,,,,1.77,1,,上市,115,784782,,,,,,,,3091131,,5545129,,,,,,2954386,136745,,,3373256,,502657,120928811,126357648,5428837,5428837,2055581,,3875913,,5408896,136233,3091131,,,,,,
,,,2348,海悅,,,,-2145,,,,,,,,,,,0.16,1,,上市,115,46667,,,,,,,,16125,,13980,,,,,,24394,-8269,,,215863,,-153071,940416,1308225,367809,367809,151946,,62792,,22249,-8269,16125,,,,,,
,,,2349,錸德,,,,301188,,,,,,,,,,,0.02,1,,上市,115,6700,,,,,,,,-18622,,282566,,,,,,16115,-34737,,,56212,,-68134,1267741,1609102,341361,341361,285149,,-11922,,93058,189508,-18622,,,,,,
,,0,2351,順德,,,,52251,,,,,,,,,,,1.22,1,0,上市,115,59272,,,,,,,,232644,,284895,,,,,,221741,10903,,,271819,,20097,2268612,2805040,536428,536428,264609,,291916,,273992,10903,232644,,,,,,
,,,2352,佳世達,,,,2301144,,,,,,,,,,,0.20,1,,上市,115,319139,,,,,,,,375250,,2676394,,,,,,317514,57736,,,692353,,2036,42948624,51541496,8592872,8592872,7900519,,694389,,2374557,301837,375250,,,,,,
,,,2353,宏碁,16520,,,575724,,,,,,,,,,,0.23,1,,上市,115,424878,,,,,,,,1339038,,1914762,,,,,,702042,636996,,,803155,,960761,64337122,72423012,8085890,8085890,7299255,,1763916,,1108205,806557,1339038,,,,,,
,,,2354,鴻準,,,,1089332,,,,,,,,,,,0.47,1,,上市,115,285306,,,,,,,,654563,,1743895,,,,,,663384,-8821,,,373042,,566827,24050433,25274831,1224398,1224398,851356,,939869,,1764888,-20993,654563,,,,,,
,,,2355,敬鵬,,,,197515,,,,,,,,,,,0.62,1,,上市,115,72399,,,,,,,,246717,,444232,,,,,,246720,-3,,,194601,,124515,3565704,4055841,490137,490137,295536,,319116,,444301,-69,246717,,,,,,
,,,2356,英業達,,,,2027983,,,,,,,,,,,0.68,1,,上市,115,872750,,,,,,,,2433866,,4461849,,,,,,2428376,5490,,,3614980,,-308364,190133953,200310505,10176552,10176552,6561572,,3306616,,4446898,14951,2433866,,,,,,
,,,2357,華碩,,,,9444850,,,,,,,,,,,13.19,1,,上市,115,2702804,,,,,,1443,,11156804,,20601654,,,,,,9797017,1359787,,,11895859,,1963749,177399188,208369726,30970538,30969095,19073236,,13859608,,19286253,1315401,11156804,,,,,,
,,,2359,所羅門,,,,15949,,,,,,,,,,,0.78,1,,上市,115,13846,,,,,,,,142932,,158881,,,,,,134073,8859,,,-35808,,192586,699249,890066,190817,190817,226625,,156778,,150735,8146,142932,,,,,,
,,,2360,致茂,,,,215871,,,,,,,,,,,9.12,1,,上市,115,1145979,,,,,,0,,3948092,,4163963,,,,,,3864185,83907,,,4797366,,296705,4435610,11859669,7424059,7424059,2626693,,5094071,,4070348,93615,3948092,,,,,,
,,,2362,藍天,,,,1737054,,,,,,,,,,,0.61,1,,上市,115,109186,,,,,,,,350861,,2087915,,,,,,350861,,,,338299,,121748,3909265,4941226,1031961,1031961,693662,,460047,,2087915,,350861,,,,,,
,,,2363,矽統,,,,1976298,,,,,,,,,,,0.17,1,,上市,115,24013,,,,,,,,87746,,2064044,,,,,,87795,-49,,,75564,,36195,747667,1050018,302351,302351,226787,,111759,,2063978,66,87746,,,,,,
,,,2364,倫飛,,,,1983,,,,,,,,,,,0.83,1,,上市,115,-15,,,,,,,,44083,,46066,,,,,,43646,437,,,30596,,13472,208565,338915,130350,130350,99754,,44068,,46156,-90,44083,,,,,,
,,,2365,昆盈,,,,20390,,,,,,,,,,,0.14,1,,上市,115,6272,,,,,,,,30622,,51012,,,,,,30725,-103,,,17626,,19268,146853,241791,94938,94938,77312,,36894,,50803,209,30622,,,,,,
,,,2367,燿華,,,,135505,,,,,,,,,,,-0.40,1,,上市,115,1525,,,,,,,,-284506,,-149001,,,,,,-284506,,,,-300618,,17637,3673213,3898120,224907,224907,525525,,-282981,,-149001,,-284506,,,,,,
,,,2368,金像電,-5532,,,336611,,,,,,,,,,,6.87,1,,上市,115,1604084,,,,,,,,3483642,,3820253,,,,,,3483642,,,,5184528,,-96802,12590421,19312774,6722353,6722353,1532293,,5087726,,3820253,,3483642,,,,,,
,,,2369,菱生,,,,6658,,,,,,,,,,,0.10,1,,上市,115,6924,,,,,,,,34161,,40819,,,,,,35715,-1554,,,26360,,14725,1566905,1689388,122483,122483,96123,,41085,,42373,-1554,34161,,,,,,
,,,2371,大同,629,,,121613,,,,,,,,,,,-0.05,1,,上市,115,90847,,,,,,,,-77870,,43743,,,,,,-98534,20664,,,433191,,-420214,9599680,11487899,1888219,1888219,1455657,,12977,,-49697,93440,-77870,,,,,,
,,,2373,震旦行,,,,275522,,,,,,,,,,,0.72,1,26225,上市,115,22861,,,,,,24972,,164090,,439612,,,,,,161059,3031,,,116157,,70794,1365757,2488885,1123128,1124381,1008224,,186951,,405247,34365,164090,,,,,,
,,,2374,佳能,,,,-186937,,,,,,,,,,,0.73,1,,上市,115,36256,,,,,,,,238075,,51138,,,,,,235901,2174,,,241433,,32898,2009948,2655782,645834,645834,404401,,274331,,40623,10515,238075,,,,,,
,,,2375,凱美,,,,185444,,,,,,,,,,,0.78,1,,上市,115,44907,,,,,,,,85259,,270703,,,,,,85259,,,,86500,,43666,1196114,1440450,244336,244336,157836,,130166,,270703,,85259,,,,,,
,,,2376,技嘉,,,,203744,,,,,,,,,,,7.86,1,,上市,115,1410189,,,,,,,,5644314,,5848058,,,,,,5268403,375911,,,7413710,,-359207,92442700,105057330,12614630,12614630,5200920,,7054503,,5468583,379475,5644314,,,,,,
,,,2377,微星,,,,443393,,,,,,,,,,,4.04,1,,上市,115,716617,,,,,,,,3416814,,3860207,,,,,,3416814,,,,3876357,,257074,47816332,56256838,8440506,8440506,4564149,,4133431,,3860207,,3416814,,,,,,
,,,2379,瑞昱,,,,1332971,,,,,,,,,,,8.44,1,,上市,115,647630,,,,,,,,4329695,,5662666,,,,,,4329661,34,,,4331688,,645637,18335585,36422566,18086981,18086981,13755293,,4977325,,5662632,34,4329695,,,,,,
,,,2380,虹光,,,,-10813,,,,,,,,,,,0.40,1,,上市,115,-522,,,,,,,,24668,,13855,,,,,,24160,508,,,57692,,-33546,421218,686097,264879,264879,207187,,24146,,13310,545,24668,,,,,,
,,,2382,廣達,,,,3070311,,,,,,,,,,,5.50,1,,上市,115,3230527,,,,,,,,21306113,,24376424,,,,,,21192434,113679,,,23024012,,1512628,770524024,809221055,38697031,38697031,15673019,,24536640,,24168802,207622,21306113,,,,,,
,,,2383,台光電,,,,1104981,,,,,,,,,,,14.90,1,,上市,115,1855381,,,,,,,,5338777,,6443758,,,,,,5339793,-1016,,,7128470,,65688,23338108,33067261,9729153,9729153,2600683,,7194158,,6445153,-1395,5338777,,,,,,
,,,2385,群光,,,,897215,,,,,,,,,,,2.00,1,,上市,115,113186,,,,,,,,1657504,,2554719,,,,,,1456121,201383,,,1726156,,44534,19177750,22871041,3693291,3693291,1967135,,1770690,,2218830,335889,1657504,,,,,,
,,,2387,精元,,,,301208,,,,,,,,,,,0.49,1,,上市,115,94916,,,,,,,,127329,,428537,,,,,,94888,32441,,,93693,,128552,3883350,4395183,511833,511833,418140,,222245,,363414,65123,127329,,,,,,
,,,2388,威盛,,,,483417,,,,,,,,,,,0.08,1,,上市,115,19876,,,,,,,,4647,,488064,,,,,,46146,-41499,,,-514368,,538891,1628336,2141087,512751,512751,1027119,,24523,,499922,-11858,4647,,,,,,
,,,2390,云辰,,,,2862,,,,,,,,,,,0.54,1,,上市,115,2535,,,,,,,,104204,,107066,,,,,,104204,,,,-10060,,116799,113896,148356,34460,34460,44520,,106739,,107066,,104204,,,,,,
,,,2392,正崴,,,,920462,,,,,,,,,,,-0.46,1,474,上市,115,252111,,,,,,671,,1784643,,2705105,,,,,,-210762,1995405,,,2024943,,11811,16366180,20284345,3918165,3917968,1893025,,2036754,,690905,2014200,1784643,,,,,,
,,,2393,億光,,,,192017,,,,,,,,,,,0.91,1,,上市,115,120219,,,,,,,,416065,,608082,,,,,,403048,13017,,,373642,,162642,3793177,5039603,1246426,1246426,872784,,536284,,594770,13312,416065,,,,,,
,,,2395,研華,,,,584800,,,,,,,,,,,3.85,1,,上市,115,750007,,,,,,,,3318280,,3903080,,,,,,3334165,-15885,,,3728486,,339801,12405441,20385264,7979823,7979823,4251337,,4068287,,3917938,-14858,3318280,,,,,,
,,,2397,友通,,,,34121,,,,,,,,,,,0.76,1,,上市,115,40224,,,,,,,,120365,,154486,,,,,,86809,33556,,,168760,,-8171,2276204,3030612,754408,754408,585648,,160589,,105816,48670,120365,,,,,,
,,,2399,映泰,,,,-1116,,,,,,,,,,,1.48,1,,上市,115,30236,,,,,,,,263140,,262024,,,,,,263140,,,,-38003,,331379,363059,434635,71576,71576,109579,,293376,,262024,,263140,,,,,,
,,,2401,凌陽,0,,,18375,,,,,,,,,,,-0.02,1,,上市,115,55276,,,,,,,,92626,,111001,,,,,,-13071,105697,,,136169,,11733,874101,1739082,864981,864981,728812,,147902,,-3700,114701,92626,,,,,,
,,,2402,毅嘉,,,,293395,,,,,,,,,,,0.07,1,,上市,115,18949,,,,,,,,20613,,314008,,,,,,20613,,,,80580,,-41018,2449696,2809995,360299,360299,279719,,39562,,314008,,20613,,,,,,
,,,2404,漢唐,,,,241770,,,,,,,,,,,16.31,1,,上市,115,1328758,,,,,,,,3087011,,3328781,,,,,,3081118,5893,,,3970281,,445488,15557105,20288456,4731351,4731351,761070,,4415769,,3315630,13151,3087011,,,,,,
,,,2405,輔信,,,,-19454,,,,,,,,,,,0.00,1,,上市,115,1760,,,,,,,,374,,-19080,,,,,,1064,-690,,,-1748,,3882,231345,420084,188739,188739,190487,,2134,,-18425,-655,374,,,,,,
,,,2406,國碩,,,,-67889,,,,,,,,,,,0.27,1,0,上市,115,42064,,,,,,3128,,292003,,224114,,,,,,94705,197298,,,279611,,54456,2195814,2717146,521332,518204,238593,,334067,,73082,151032,292003,,,,,,
,,,2408,南亞科,,,,1001959,,,,,,,,,,,8.41,1,1746,上市,115,5659880,,,,,,11103,,26058254,,27060213,,,,,,26059487,-1233,,,30111283,,1606851,15761450,49086932,33325482,33316125,3204842,,31718134,,27061446,-1233,26058254,,,,,,
,,,2409,友達,,,,1961361,,,,,,,,,,,-0.15,1,,上市,115,538028,,,,,,,,-1039450,,921911,,,,,,-1143537,104087,,,-635608,,134186,60847868,69031355,8183487,8183487,8819095,,-501422,,623697,298214,-1039450,,,,,,
,,,2412,中華電,1927,,,-62235,,,,,,,,,,,1.30,1,,上市,115,2573003,,,,,,,,10607722,,10545487,,,,,,10109931,497791,,,13104526,,76199,37238688,59988435,22749747,22749747,9647148,,13180725,,10031589,513898,10607722,,,,,,
,,,2413,環科,,,,-5004,,,,,,,,,,,0.51,1,,上市,115,15195,,,,,,,,65011,,60007,,,,,,65063,-52,,,16288,,63918,701883,831399,129516,129516,113228,,80206,,60059,-52,65011,,,,,,
,,0,2414,精技,,,,3452,,,,,,,,,,,1.17,1,,上市,115,49401,,,,,,,,207780,,211232,,,,,,189595,18185,,,256658,,523,7506352,8173355,667003,667003,410345,,257181,,190977,20255,207780,,,,,,
,,,2415,錩新,-3721,,,70850,,,,,,,,,,,0.35,1,,上市,115,21189,,,,,,,,42554,,113404,,,,,,31052,11502,,,68694,,-4951,463316,616855,153539,153539,81124,,63743,,76752,36652,42554,,,,,,
,,,2417,圓剛,,,,6185,,,,,,,,,,,0.28,1,,上市,115,8099,,,,,,,,67958,,74143,,,,,,35406,32552,,,50739,,25318,375465,893462,517997,517997,467258,,76057,,38516,35627,67958,,,,,,
,,,2419,仲琦,,,,32645,,,,,,,,,,,0.07,1,,上市,115,19669,,,,,,,,41165,,73810,,,,,,22312,18853,,,27589,,33245,1677560,2075187,397627,397627,370038,,60834,,54765,19045,41165,,,,,,
,,,2420,新巨,,,,21184,,,,,,,,,,,1.05,1,,上市,115,41910,,,,,,,,159708,,180892,,,,,,159523,185,,,163599,,38019,286338,548082,261744,261744,98145,,201618,,180707,185,159708,,,,,,
,,,2421,建準,,,,89253,,,,,,,,,,,2.36,1,,上市,115,155735,,,,,,,,649037,,738290,,,,,,649037,0,,,788361,,16411,3430135,5019470,1589335,1589335,800974,,804772,,738290,0,649037,,,,,,
,,,2423,固緯,,,,19492,,,,,,,,,,,1.30,1,,上市,115,55144,,,,,,,,188308,,207800,,,,,,188308,,,,213132,,30320,359622,820800,461178,461178,248046,,243452,,207800,,188308,,,,,,
,,,2424,隴華,,,,-39,,,,,,,,,,,-0.58,1,,上市,115,0,,,,,,,,-38820,,-38859,,,,,,-34736,-4084,,,-42088,,3268,37534,36826,-708,-708,41380,,-38820,,-34760,-4099,-38820,,,,,,
,,107884,2425,承啟,,,,39030,,,,,,,,,,,0.62,1,,上市,115,14929,,,,,,,,112581,,151611,,,,,,59718,52863,,,84,,19542,685143,742329,57186,57186,57102,,19626,,84754,66857,4697,,,,,,
,,,2426,鼎元,,,,4592,,,,,,,,,,,0.06,1,,上市,115,1096,,,,,,,,16634,,21226,,,,,,16634,,,,16725,,1005,438109,545147,107038,107038,90313,,17730,,21226,,16634,,,,,,
,,,2427,三商電,,,,42535,,,,,,,,,,,0.28,1,,上市,115,14029,,,,,,,,55745,,98280,,,,,,55745,,,,67436,,2338,1533220,1890793,357573,357573,290137,,69774,,98280,,55745,,,,,,
,,,2428,興勤,,,,296667,,,,,,,,,,,2.21,1,,上市,115,77885,,,,,,,,284442,,581109,,,,,,283006,1436,,,408603,,-46276,1356021,2053739,697718,697718,289115,,362327,,579673,1436,284442,,,,,,
,,,2429,銘旺科,,,,-900,,,,,,,,,,,-0.45,1,,上市,115,265,,,,,,,,-38364,,-39264,,,,,,-38194,-170,,,-33890,,-4209,104592,109224,4632,4632,38522,,-38099,,-39094,-170,-38364,,,,,,
,,,2430,燦坤,,,,-788,,,,,,,,,,,0.07,1,,上市,115,2229,,,,,,,,8559,,7771,,,,,,8559,,,,23065,,-12277,3661284,4297210,635926,635926,612861,,10788,,7771,,8559,,,,,,
,,,2431,聯昌,,,,2549,,,,,,,,,,,-0.20,1,,上市,115,-2,,,,,,,,-22467,,-19918,,,,,,-22467,,,,-27465,,4996,66540,62551,-3989,-3989,23476,,-22469,,-19918,,-22467,,,,,,
,,,2432,倚天酷碁-創,,,,3697,,,,,,,,,,,0.26,1,,上市,115,4695,,,,,,,,16212,,19909,,,,,0,16212,,,,18274,,2633,847105,950969,103864,103864,85590,,20907,0,19909,,16212,,,,,,
,,,2433,互盛電,,,,62711,,,,,,,,,,,0.51,1,,上市,115,20053,,,,,,,,76691,,139402,,,,,,72981,3710,,,93214,,3530,441549,678056,236507,236507,143293,,96744,,113252,26150,76691,,,,,,
,,,2434,統懋,,,,1130,,,,,,,,,,,-0.13,1,,上市,115,3419,,,,,,,,-4729,,-3599,,,,,,-4729,,,,-16820,,15510,13708,10860,-2848,-2848,13972,,-1310,,-3599,,-4729,,,,,,
,,,2436,偉詮電,,,,54947,,,,,,,,,,,0.70,1,,上市,115,37758,,,,,,,,137461,,192408,,,,,,137922,-461,,,143273,,31946,696345,1047731,351386,351386,208113,,175219,,192788,-380,137461,,,,,,
,,,2438,翔耀,,,,-412,,,,,,,,,,,-0.32,1,,上市,115,0,,,,,,,,-30983,,-31395,,,,,,-20302,-10681,,,-26704,,-4279,145049,170684,25635,25635,52339,,-30983,,-20714,-10681,-30983,,,,,,
,,,2439,美律,,,,216957,,,,,,,,,,,1.03,1,,上市,115,42780,,,,,,,,384982,,601939,,,,,,257754,127228,,,206504,,221258,9673180,10970652,1297472,1297472,1090968,,427762,,447013,154926,384982,,,,,,
,,,2440,太空梭,,,,398146,,,,,,,,,,,0.14,1,,上市,115,3639,,,,,,,,20030,,418176,,,,,,20030,,,,25317,,-1648,950366,1009672,59306,59306,33989,,23669,,418176,,20030,,,,,,
,,,2441,超豐,,,,284900,,,,,,,,,,,1.40,1,,上市,115,210655,,,,,,,,797929,,1082829,,,,,,797945,-16,,,923616,,84968,3606510,4722344,1115834,1115834,192218,,1008584,,1082845,-16,797929,,,,,,
,,,2442,新美齊,,,,-19749,,,,,,,,,,,1.14,1,,上市,115,168597,,,,,,,,589118,,569369,,,,,,363574,225544,,,721594,,36121,2269705,3189806,920101,920101,198507,,757715,,343825,225544,589118,,,,,,
,,,2444,兆勁,,,,1702,,,,,,,,,,,-0.51,1,,上市,115,0,,,,,,,,-52111,,-50409,,,,,0,-52111,0,,,-56175,,4064,201660,203399,1739,1739,57914,,-52111,0,-50409,0,-52111,,,,,,
,,0,2449,京元電子,,,,1713875,,,,,,,,,,,1.87,1,,上市,115,521735,,,,,,,,2286545,,4000420,,,,,,2286437,108,,,2771958,,36322,6141360,10191943,4050583,4050583,1278625,,2808280,,4000325,95,2286545,,,,,,
,,,2450,神腦,-655,,,2832,,,,,,,,,,,0.25,1,,上市,115,15611,,,,,,,,65014,,67846,,,,,,65070,-56,,,61806,,18819,7869993,8712584,842591,842591,780130,,80625,,67902,-56,65014,,,,,,
,,,2451,創見,,,,116857,,,,,,,,,,,18.93,1,,上市,115,1967444,,,,,,,,8122489,,8239346,,,,,,8122489,,,,9785032,,304901,3217780,13628469,10410689,10410689,625657,,10089933,,8239346,,8122489,,,,,,
,,,2453,凌群,,,,-6995,,,,,,,,,,,0.90,1,,上市,115,27107,,,,,,,,89302,,82307,,,,,,90493,-1191,,,108424,,7985,1191771,1583059,391288,391288,282864,,116409,,83324,-1017,89302,,,,,,
,,,2454,聯發科,,,,4109464,,,,,,,,,,,15.17,1,,上市,115,2643006,,,,,,,,24376384,,28485848,,,,,,24153980,222404,,,22890845,,4128545,80095157,149150510,69055353,69055353,46164508,,27019390,,28235217,250631,24376384,,,,,,
,,,2455,全新,,,,,,,,,,,,,,,1.06,1,,上市,115,48510,,,,,,,,195085,,195085,,,,,,,,,,226651,,16944,593879,959310,365431,365431,138780,,243595,,,,195085,,,,,,
,,,2457,飛宏,,,,173743,,,,,,,,,,,-0.34,1,,上市,115,29426,,,,,,,,-145040,,28703,,,,,,-145040,,,,-136133,,20519,1651546,2095359,443813,443813,579946,,-115614,,28703,,-145040,,,,,,
,,,2458,義隆,,,,-26190,,,,,,,,,,,2.46,1,652,上市,115,164027,,,,,,,,675874,,649684,,,,,,705046,-29172,,,778771,,61130,1688895,3224766,1535871,1536523,757752,,839901,,678639,-28955,675874,,,,,,
,,,2459,敦吉,,,,148414,,,,,,,,,,,1.41,1,,上市,115,45242,,,,,,,,149276,,297690,,,,,,148975,301,,,186277,,8241,866140,1246416,380276,380276,193999,,194518,,285768,11922,149276,,,,,,
,,,2460,建通,,,,56455,,,,,,,,,,,0.11,1,,上市,115,21769,,,,,,,,18941,,75396,,,,,,18941,,,,36172,,4538,1001380,1130635,129255,129255,93083,,40710,,75396,,18941,,,,,,
,,,2461,光群雷,,,,87247,,,,,,,,,,,0.30,1,,上市,115,12381,,,,,,,,42147,,129394,,,,,,50019,-7872,,,98193,,-43665,1003227,1366993,363766,363766,265573,,54528,,119873,9521,42147,,,,,,
,,,2462,良得電,,,,79439,,,,,,,,,,,0.01,1,,上市,115,15579,,,,,,,,1340,,80779,,,,,,982,358,,,-21408,,38327,880645,964560,83915,83915,105323,,16919,,66999,13780,1340,,,,,,
