CompanyName,Date,SecuritiesCompanyCode,保留盈餘,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
同亨,1150904,5490,372753.00,,15247.00,,2,115,-82818.00,,,1348995.00,1348995.00,3000000.00,14.48,579491.00,1766894.00,961522.00,643956.00,82291.00,1992951.00,,64465.00,226057.00,0.00
三聯,1150904,5493,1062381.00,,275324.00,,2,115,,0.00,,3063972.00,1818796.00,0.00,41.63,3203647.00,4303571.00,436892.00,3591146.00,44199.00,6655118.00,1245176.00,387499.00,2351547.00,0.00
凱崴,1150904,5498,237542.00,,-49294.00,,2,115,,,,2210443.00,2191757.00,0.00,11.32,1540624.00,2654416.00,1935485.00,2132861.00,68024.00,4343304.00,18686.00,592237.00,1688888.00,0.00
永信建,1150904,5508,3071539.00,,0.00,,2,115,,,,5461972.00,5461972.00,0.00,25.12,10752778.00,19158888.00,2174281.00,13798906.00,216152.00,19260878.00,,3046128.00,101990.00,0.00
德昌,1150904,5511,5667338.00,,60819.00,,2,115,,,,7345925.00,7231695.00,0.00,63.75,8284734.00,13870937.00,1360000.00,9281341.00,143538.00,16627266.00,114230.00,996607.00,2756329.00,0.00
力麒,1150904,5512,5361463.00,,-119179.00,,2,115,-98195.00,0.00,,18568603.00,13465489.00,6493959.00,17.72,17528298.00,29074322.00,7663125.00,27486593.00,658275.00,46055196.00,5103114.00,9958295.00,16980874.00,0.00
三豐,1150904,5514,503308.00,,582052.00,,2,115,-23395.00,,,3424480.00,3424494.00,9477708.00,15.11,3936189.00,5888413.00,2361183.00,3942195.00,1346.00,7366675.00,-14.00,6006.00,1478262.00,0.00
雙喜,1150904,5516,-50285.00,,12.00,,2,115,0.00,0.00,,465179.00,,0.00,9.02,2634753.00,2745950.00,515452.00,2712426.00,0.00,3177605.00,,77673.00,431655.00,0.00
力泰,1150904,5520,2175827.00,,474018.00,,2,115,0.00,0.00,,3456071.00,3286602.00,0.00,54.80,1193682.00,3382909.00,599752.00,1292475.00,37005.00,4748546.00,169469.00,98793.00,1365637.00,0.00
豐謙,1150904,5523,1282299.00,,3602.00,,2,115,,0.00,,2841442.00,2841442.00,0.00,18.33,2972968.00,5417005.00,1550015.00,2998541.00,5526.00,5839983.00,0.00,25573.00,422978.00,0.00
鉅陞,1150904,5529,127934.00,,,,2,115,,0.00,,1605342.00,1605342.00,0.00,15.18,3494090.00,4925920.00,1057693.00,3528843.00,419715.00,5134185.00,,34753.00,208265.00,0.00
龍巖,1150904,5530,19100493.00,,5021492.00,,2,115,,,,31288379.00,31254367.00,0.00,74.40,51927276.00,54632228.00,4200842.00,52041614.00,2931540.00,83329993.00,34012.00,114338.00,28697765.00,0.00
聖暉*,1150904,5536,8311960.00,,3841738.00,,2,115,,0.00,,23560625.00,16612189.00,0.00,133.88,27818022.00,44778013.00,620405.00,29407728.00,3838086.00,52968353.00,6948436.00,1589706.00,8190340.00,0.00
桓鼎-KY,1150904,5543,-290659.00,,-45671.00,,2,115,,0.00,,1388248.00,500132.00,0.00,10.71,1597373.00,2286335.00,467036.00,1897520.00,369426.00,3285768.00,888116.00,300147.00,999433.00,0.00
久舜,1150904,5547,174298.00,,,,2,115,,0.00,,828027.00,828027.00,0.00,16.24,1210805.00,1792723.00,510000.00,1233369.00,143729.00,2061396.00,,22564.00,268673.00,0.00
安倉,1150904,5548,171300.00,,-3889.00,,2,115,-90.00,0.00,,1135076.00,,9000.00,19.40,1170787.00,1934628.00,637350.00,1248439.00,330405.00,2383515.00,,77652.00,448887.00,0.00
台聯櫃,1150904,5601,730002.00,,-4270.00,,2,115,,0.00,,1376762.00,,0.00,21.25,43329.00,126960.00,648000.00,508360.00,3030.00,1885122.00,,465031.00,1758162.00,0.00
陸海,1150904,5603,731254.00,,-58706.00,,2,115,,0.00,,1947683.00,1869346.00,0.00,17.82,586923.00,722321.00,1048766.00,796397.00,148032.00,2744080.00,78337.00,209474.00,2021759.00,0.00
中連,1150904,5604,854688.00,,0.00,,2,115,,0.00,,1953548.00,1953548.00,0.00,17.96,30508.00,94835.00,1087830.00,533215.00,11030.00,2486763.00,0.00,502707.00,2391928.00,0.00
中菲行,1150904,5609,4428728.00,0.00,558595.00,,2,115,-181852.00,0.00,,6413131.00,6296554.00,2140000.00,44.74,4362304.00,9463382.00,1428840.00,4735832.00,62243.00,11148963.00,116577.00,373528.00,1685581.00,0.00
劍湖山,1150904,5701,-963996.00,,-25394.00,,2,115,,,,441393.00,441393.00,0.00,3.09,1243524.00,72244.00,1430000.00,1889807.00,783.00,2331200.00,,646283.00,2258956.00,0.00
亞都麗緻,1150904,5703,-122298.00,,-27578.00,,2,115,,,,552520.00,552520.00,0.00,7.87,284718.00,385804.00,702396.00,444391.00,,996911.00,,159673.00,611107.00,0.00
老爺知,1150904,5704,149597.00,,,,2,115,,0.00,,980120.00,,0.00,16.65,127828.00,357943.00,588617.00,131239.00,241906.00,1111359.00,,3411.00,753416.00,0.00
台名,1150904,5878,187919.00,,4128.00,,2,115,,,,519000.00,519000.00,0.00,20.74,156874.00,357822.00,250243.00,218146.00,76710.00,737146.00,,61272.00,379324.00,0.00
德記,1150904,5902,310458.00,,-19603.00,,2,115,,,,1235855.00,1235855.00,0.00,13.08,578213.00,1279983.00,945000.00,609883.00,0.00,1845738.00,,31670.00,565755.00,0.00
全家,1150904,5903,6252189.00,,-67466.00,,2,115,,0.00,,9929442.00,8773172.00,0.00,39.30,42400525.00,20296307.00,2232200.00,71705595.00,356249.00,81635037.00,1156270.00,29305070.00,61338730.00,0.00
寶雅*,1150904,5904,4711297.00,,,,2,115,,0.00,,7251619.00,,0.00,68.13,12259955.00,13730407.00,1064438.00,27180442.00,1475884.00,34432061.00,,14920487.00,20701654.00,0.00
南仁湖,1150904,5905,-423354.00,,2315.00,,2,115,,0.00,,3211319.00,2810469.00,0.00,9.98,1561279.00,1226952.00,2816232.00,3778940.00,415276.00,6990259.00,400850.00,2217661.00,5763307.00,0.00
公勝保經,1150904,6028,394723.00,,,,2,115,,0.00,,914819.00,914819.00,0.00,36.59,790015.00,1362034.00,250000.00,938262.00,270096.00,1853081.00,,148247.00,491047.00,0.00
寬魚國際,1150904,6101,123529.00,,5342.00,,2,115,0.00,,,1365284.00,1365284.00,0.00,11.75,309799.00,1499162.00,1161736.00,629106.00,74677.00,1994390.00,,319307.00,495228.00,1555207.00
合邦,1150904,6103,12994.00,,765.00,,2,115,,,,149808.00,149808.00,0.00,11.01,3796.00,153381.00,136049.00,4340.00,0.00,154148.00,,544.00,767.00,0.00
創惟,1150904,6104,921960.00,,-41994.00,,2,115,0.00,,,2162225.00,2158552.00,0.00,23.69,1172477.00,2022846.00,911286.00,1179645.00,367300.00,3341870.00,3673.00,7168.00,1319024.00,0.00
亞元,1150904,6109,-123636.00,,-15878.00,,2,115,0.00,0.00,,752525.00,752755.00,0.00,8.57,301587.00,825880.00,878254.00,343675.00,14015.00,1096200.00,-230.00,42088.00,270320.00,0.00
光聚晶電,1150904,6111,210134.00,,-170721.00,,2,115,-276785.00,,,10334802.00,1823819.00,20298498.00,20.68,13276209.00,12380263.00,1085111.00,20922240.00,976080.00,31257042.00,8510983.00,7646031.00,18876779.00,0.00
亞矽,1150904,6113,29369.00,,-38451.00,,2,115,-52198.00,0.00,,533706.00,533706.00,2000000.00,10.56,322268.00,604204.00,525495.00,375628.00,69491.00,909334.00,0.00,53360.00,305130.00,0.00
久威,1150904,6114,999103.00,,-2676.00,,2,115,,0.00,,1608106.00,1608106.00,0.00,36.62,590073.00,1810260.00,439119.00,670396.00,172560.00,2278502.00,,80323.00,468242.00,0.00
建達,1150904,6118,153959.00,,-1468.00,,2,115,,,,1128805.00,1128805.00,0.00,12.42,2597954.00,3528305.00,908896.00,2603959.00,67418.00,3732764.00,,6005.00,204459.00,0.00
新普,1150904,6121,31828555.00,,332432.00,,2,115,,,,47721836.00,39703188.00,0.00,214.65,31289099.00,69610223.00,1849705.00,36141238.00,5692496.00,83863074.00,8018648.00,4852139.00,14252851.00,0.00
擎邦,1150904,6122,892295.00,,143672.00,,2,115,-79864.00,0.00,,1747373.00,1747373.00,1558000.00,22.83,2905062.00,4249210.00,780916.00,3073973.00,10354.00,4821346.00,,168911.00,572136.00,0.00
上奇,1150904,6123,470746.00,,35374.00,,2,115,-86401.00,,,2220933.00,1581695.00,1596000.00,26.15,1986155.00,3419551.00,620894.00,1999318.00,541082.00,4220251.00,639238.00,13163.00,800700.00,0.00
業強,1150904,6124,568687.00,,-85858.00,,2,115,,,,3215965.00,3143800.00,0.00,17.23,1380460.00,2154897.00,1824799.00,1450892.00,836172.00,4666857.00,72165.00,70432.00,2511960.00,0.00
廣運,1150904,6125,815270.00,0.00,-167480.00,,2,115,0.00,,0.00,6678211.00,4660996.00,0.00,18.00,2793629.00,5590990.00,2590112.00,5763782.00,1423094.00,12441993.00,2017215.00,2970153.00,6851003.00,0.00
信音,1150904,6126,469584.00,,107716.00,,2,115,-29030.00,0.00,,6637054.00,3659584.00,1230000.00,28.47,3474352.00,7451269.00,1300507.00,5064876.00,1810807.00,11701930.00,2977470.00,1590524.00,4250661.00,0.00
九豪,1150904,6127,-110782.00,,115356.00,,2,115,,,,1141921.00,1141921.00,0.00,10.57,1218040.00,1346111.00,1080798.00,2439567.00,56549.00,3581488.00,,1221527.00,2235377.00,0.00
普誠,1150904,6129,-241235.00,,2818.00,,2,115,,,,1665477.00,1646230.00,0.00,9.10,480475.00,1218556.00,1809437.00,526553.00,75210.00,2192030.00,19247.00,46078.00,973474.00,0.00
上亞科技,1150904,6130,-77767.00,,-20540.00,,2,115,,,,588706.00,588706.00,0.00,12.72,36266.00,178444.00,463000.00,147180.00,224013.00,735886.00,0.00,110914.00,557442.00,0.00
萬旭,1150904,6134,62410.00,,209780.00,,2,115,,0.00,,1295254.00,1223008.00,0.00,14.94,1367876.00,2023603.00,818821.00,1439066.00,131997.00,2734320.00,72246.00,71190.00,710717.00,0.00
茂達,1150904,6138,2208120.00,,-148291.00,,2,115,-54326.00,0.00,,4773649.00,3755150.00,1265088.00,50.49,2588895.00,6173914.00,756355.00,2777781.00,993292.00,7551430.00,1018499.00,188886.00,1377516.00,0.00
訊達電腦,1150904,6140,-3493.00,,-4740.00,,2,115,,,,541167.00,541167.00,0.00,9.86,1128165.00,1223661.00,548978.00,1221091.00,422.00,1762258.00,,92926.00,538597.00,0.00
振曜,1150904,6143,1553989.00,,-25730.00,,2,115,0.00,,,4697107.00,2829884.00,0.00,32.88,3435754.00,6746645.00,860589.00,3594808.00,441036.00,8291915.00,1867223.00,159054.00,1545270.00,0.00
得利影,1150904,6144,-74090.00,,3649.00,,2,115,,0.00,,314186.00,,0.00,8.21,42175.00,253652.00,382737.00,53246.00,1890.00,367432.00,,11071.00,113780.00,0.00
耕興,1150904,6146,3197357.00,,229992.00,,2,115,,,,5879383.00,5341292.00,0.00,52.43,2854100.00,6651768.00,1018672.00,3096448.00,895271.00,8975831.00,538091.00,242348.00,2324063.00,0.00
頎邦,1150904,6147,36246380.00,,10283407.00,,2,115,,0.00,,58506801.00,58506801.00,0.00,78.58,6277229.00,16458322.00,7445935.00,8804729.00,4531079.00,67311530.00,,2527500.00,50853208.00,0.00
驊宏資,1150904,6148,79173.00,,0.00,,2,115,0.00,0.00,,556440.00,556440.00,0.00,11.94,450804.00,804669.00,466038.00,633928.00,11229.00,1190368.00,0.00,183124.00,385699.00,0.00
撼訊,1150904,6150,384541.00,,-10649.00,,2,115,,,,1711557.00,1704618.00,0.00,35.26,2060138.00,2759012.00,483460.00,2130512.00,847266.00,3842069.00,6939.00,70374.00,1083057.00,0.00
晉倫,1150904,6151,391153.00,,7321.00,,2,115,0.00,0.00,,1029102.00,1029102.00,0.00,18.62,573116.00,1121670.00,552573.00,650508.00,78055.00,1679610.00,0.00,77392.00,557940.00,0.00
順發,1150904,6154,473403.00,,4959.00,,2,115,,,,1282582.00,1282582.00,0.00,16.02,605095.00,1356471.00,800800.00,752013.00,3420.00,2034595.00,,146918.00,678124.00,0.00
松上,1150904,6156,862641.00,0.00,-59129.00,,2,115,0.00,0.00,,3348954.00,2305917.00,0.00,21.38,3577009.00,5416816.00,1078750.00,4116393.00,423655.00,7465347.00,1043037.00,539384.00,2048531.00,0.00
禾昌,1150904,6158,570311.00,,-76093.00,,2,115,-19053.00,,,1122144.00,1122144.00,800000.00,20.44,1107223.00,1411312.00,556982.00,1229534.00,89997.00,2351678.00,,122311.00,940366.00,0.00
欣技,1150904,6160,-100058.00,,3198.00,,2,115,,,,589974.00,589182.00,0.00,8.60,457258.00,862208.00,684891.00,543981.00,1151.00,1133955.00,792.00,86723.00,271747.00,0.00
捷波,1150904,6161,640493.00,,11491.00,,2,115,0.00,0.00,,1341811.00,1341811.00,0.00,23.86,548106.00,1265362.00,562375.00,596462.00,127452.00,1938273.00,0.00,48356.00,672911.00,0.00
華電網,1150904,6163,815444.00,,99384.00,,2,115,,0.00,,2987210.00,2933215.00,0.00,19.71,3939151.00,6149029.00,1488387.00,4288684.00,530000.00,7275894.00,53995.00,349533.00,1126865.00,0.00
久正,1150904,6167,226168.00,,-64743.00,,2,115,,0.00,,1710518.00,1710518.00,0.00,11.72,319051.00,969262.00,1460000.00,325236.00,89093.00,2035754.00,0.00,6185.00,1066492.00,0.00
昱泉,1150904,6169,-23744.00,,-11890.00,,2,115,,0.00,,202193.00,202193.00,0.00,8.64,28850.00,56128.00,233950.00,267759.00,3877.00,469952.00,,238909.00,413824.00,0.00
統振,1150904,6170,495203.00,,31024.00,,2,115,0.00,,,1970574.00,1955685.00,0.00,20.11,3308387.00,4594243.00,972601.00,3345744.00,456857.00,5316318.00,14889.00,37357.00,722075.00,0.00
大城地產,1150904,6171,1169757.00,,0.00,,2,115,,,,2371541.00,,0.00,23.72,2287907.00,4650806.00,1000000.00,2287907.00,201784.00,4659448.00,,0.00,8642.00,0.00
信昌電,1150904,6173,4912199.00,,3228585.00,,2,115,0.00,,,10148070.00,10148070.00,0.00,59.28,1893310.00,3950458.00,1712000.00,2092735.00,295286.00,12240805.00,,199425.00,8290347.00,0.00
安碁,1150904,6174,162424.00,,5941.00,,2,115,,0.00,,668365.00,668365.00,0.00,13.37,364192.00,655635.00,500000.00,407050.00,,1075415.00,,42858.00,419780.00,0.00
立敦,1150904,6175,1823711.00,,95215.00,,2,115,0.00,0.00,,5312031.00,4238230.00,0.00,28.23,1494425.00,3764808.00,1501218.00,1755236.00,818086.00,7067267.00,1073801.00,260811.00,3302459.00,0.00
亞通,1150904,6179,216305.00,,-77807.00,,2,115,0.00,0.00,,4132878.00,3750740.00,0.00,21.15,8674394.00,11375653.00,1773246.00,10515274.00,1838996.00,14648152.00,382138.00,1840880.00,3272499.00,0.00
橘子,1150904,6180,1435033.00,,-482103.00,,2,115,-151893.00,0.00,,4247586.00,3893441.00,3540000.00,22.64,3826987.00,3062554.00,1754936.00,3912593.00,1337468.00,8160179.00,354145.00,85606.00,5097625.00,0.00
合晶,1150904,6182,2651969.00,,16314.00,,2,115,,,,28096093.00,17008818.00,0.00,27.20,5493059.00,11552666.00,6253056.00,14444812.00,8087479.00,42540905.00,11087275.00,8951753.00,30988239.00,31704347.00
幃翔,1150904,6185,571394.00,,7236.00,,2,115,-13993.00,,,2125705.00,2125705.00,1000000.00,14.28,209040.00,1837882.00,1498675.00,363241.00,62393.00,2488946.00,,154201.00,651064.00,0.00
新潤,1150904,6186,1794516.00,,,,2,115,,0.00,,4591122.00,,0.00,23.56,9749460.00,14824393.00,1949076.00,11578576.00,847530.00,16169698.00,,1829116.00,1345305.00,0.00
萬潤,1150904,6187,2965519.00,,1278903.00,,2,115,-67901.00,0.00,,8767293.00,8518802.00,898000.00,87.49,4587688.00,8168075.00,982628.00,4749277.00,3359653.00,13516570.00,248491.00,161589.00,5348495.00,69354.00
廣明,1150904,6188,4409444.00,,390951.00,,2,115,,,,15091794.00,12746962.00,0.00,45.79,6195359.00,10974956.00,2783589.00,6576525.00,5162978.00,21668319.00,2344832.00,381166.00,10693363.00,0.00
萬泰科,1150904,6190,814257.00,,146812.00,,2,115,-351830.00,,,4514778.00,3993605.00,6600000.00,21.16,4237583.00,6712162.00,1953760.00,5242191.00,1430606.00,9756969.00,521173.00,1004608.00,3044807.00,0.00
育富,1150904,6194,1405782.00,,20244.00,,2,115,,0.00,,1951693.00,1951693.00,0.00,40.66,323983.00,2144351.00,480000.00,412884.00,45667.00,2364577.00,,88901.00,220226.00,0.00
詩肯,1150904,6195,503998.00,,34397.00,,2,115,,,,1335159.00,1335159.00,0.00,26.60,929537.00,811823.00,501930.00,2246481.00,294834.00,3581640.00,0.00,1316944.00,2769817.00,0.00
瑞築,1150904,6198,-103979.00,,-282.00,,2,115,,,,4731419.00,4721452.00,0.00,27.55,1345842.00,6554462.00,1714004.00,1911368.00,3111709.00,6642787.00,9967.00,565526.00,88325.00,0.00
天品,1150904,6199,407301.00,,-36089.00,,2,115,,,,1082823.00,1059793.00,0.00,17.16,275811.00,1868640.00,617600.00,850815.00,70981.00,1933638.00,23030.00,575004.00,64998.00,0.00
海韻電,1150904,6203,1848719.00,,-6188.00,,2,115,0.00,,,2943162.00,2943162.00,0.00,35.72,895756.00,3433206.00,824013.00,921396.00,276618.00,3864558.00,,25640.00,431352.00,0.00
艾華,1150904,6204,131410.00,,-13126.00,,2,115,,,,359532.00,359532.00,0.00,15.56,105082.00,326874.00,231021.00,162483.00,10227.00,522015.00,,57401.00,195141.00,0.00
雷科,1150904,6207,864293.00,,311330.00,,2,115,,0.00,,2798604.00,2797035.00,0.00,30.23,1451347.00,2966059.00,925344.00,1783091.00,696068.00,4581695.00,1569.00,331744.00,1615636.00,0.00
日揚,1150904,6208,1967068.00,,-7202.00,,2,115,0.00,0.00,,3271156.00,3225016.00,0.00,34.14,2899024.00,3301098.00,944623.00,3903268.00,320527.00,7174424.00,46140.00,1004244.00,3873326.00,0.00
慶生,1150904,6210,-30168.00,,,,2,115,,0.00,,340337.00,,0.00,9.71,157748.00,307811.00,350480.00,198925.00,20025.00,539262.00,,41177.00,231451.00,0.00
理銘,1150904,6212,2829245.00,,-24352.00,,2,115,,0.00,,3824893.00,,0.00,37.50,7429324.00,11157153.00,1020000.00,7430026.00,0.00,11254919.00,,702.00,97766.00,0.00
中探針,1150904,6217,-3687.00,,27572.00,,2,115,-90099.00,0.00,,2916214.00,2930097.00,3193000.00,25.70,3192095.00,3886280.00,1172100.00,4378035.00,1824211.00,7294249.00,-13883.00,1185940.00,3407969.00,0.00
豪勉,1150904,6218,302014.00,,16077.00,,2,115,,,,1001006.00,1001006.00,0.00,15.58,587088.00,1151929.00,642620.00,589182.00,40295.00,1590188.00,,2094.00,438259.00,0.00
富旺,1150904,6219,381862.00,,1570.00,,2,115,,0.00,,1982999.00,1982999.00,0.00,15.87,10956296.00,13262632.00,1249671.00,12545698.00,349896.00,14528697.00,,1589402.00,1266065.00,0.00
岳豐,1150904,6220,661988.00,,-7438.00,,2,115,,0.00,,3193106.00,3193106.00,0.00,21.80,4900582.00,7456501.00,1464627.00,6931448.00,1073929.00,10124554.00,0.00,2030866.00,2668053.00,0.00
晉泰,1150904,6221,814854.00,,425002.00,,2,115,,,,3041549.00,3041549.00,0.00,18.04,3345369.00,5944999.00,1686012.00,3433959.00,115681.00,6475508.00,,88590.00,530509.00,0.00
立軒,1150904,6222,-15195.00,,-23059.00,,2,115,,,,1213091.00,1213047.00,0.00,12.68,4446.00,1180313.00,956889.00,493995.00,294412.00,1707086.00,44.00,489549.00,526773.00,0.00
旺矽,1150904,6223,8807113.00,,502586.00,,2,115,0.00,0.00,,15904635.00,15904635.00,0.00,162.32,12230870.00,19753505.00,979813.00,19510842.00,5615123.00,35415477.00,0.00,7279972.00,15661972.00,0.00
茂綸,1150904,6227,2271902.00,,19780.00,,2,115,,,,3218324.00,3170758.00,0.00,41.66,8460906.00,11700178.00,761118.00,8636334.00,117958.00,11854658.00,47566.00,175428.00,154480.00,0.00
全譜,1150904,6228,-56627.00,,-7525.00,,2,115,,,,235819.00,235819.00,0.00,9.07,155345.00,154344.00,260000.00,172935.00,39971.00,408754.00,,17590.00,254410.00,0.00
研通,1150904,6229,191203.00,,48471.00,,2,115,,0.00,,716818.00,716818.00,0.00,17.76,1010458.00,1265027.00,403607.00,1093361.00,73537.00,1810179.00,,82903.00,545152.00,0.00
系微,1150904,6231,538714.00,,18366.00,,2,115,,,,1081079.00,1081079.00,0.00,23.68,785744.00,1608092.00,456522.00,1309901.00,67477.00,2390980.00,,524157.00,782888.00,0.00
旺玖,1150904,6233,381688.00,,212084.00,,2,115,-44657.00,0.00,,1504640.00,1504640.00,2000000.00,19.04,178207.00,1100729.00,810219.00,211999.00,145306.00,1716639.00,,33792.00,615910.00,0.00
高僑,1150904,6234,763294.00,,73537.00,,2,115,,0.00,,2806605.00,2806605.00,0.00,27.96,1394885.00,2591522.00,1003864.00,1436663.00,965910.00,4243268.00,,41778.00,1651746.00,0.00
中湛,1150904,6236,-259137.00,,-1627.00,,2,115,,,,155776.00,155776.00,0.00,3.74,8373.00,148022.00,416540.00,11016.00,0.00,166792.00,,2643.00,18770.00,0.00
驊訊,1150904,6237,139450.00,,3831.00,,2,115,,0.00,,1458241.00,1458241.00,0.00,18.31,98640.00,609878.00,796454.00,190065.00,518506.00,1648306.00,0.00,91425.00,1038428.00,0.00
松崗,1150904,6240,132854.00,,-8497.00,,2,115,,,,353031.00,353031.00,0.00,15.44,407466.00,209310.00,228674.00,534930.00,0.00,887961.00,,127464.00,678651.00,0.00
鑫永洋,1150904,6241,-118217.00,,0.00,,2,115,,,,368783.00,,0.00,7.57,231795.00,341754.00,487000.00,233393.00,0.00,602176.00,,1598.00,260422.00,0.00
立康,1150904,6242,328354.00,,-16948.00,,2,115,,,,842860.00,842860.00,0.00,26.50,241294.00,251724.00,318065.00,295168.00,213389.00,1138028.00,,53874.00,886304.00,0.00
茂迪,1150904,6244,561184.00,,-411414.00,,2,115,,,,4641062.00,4553607.00,0.00,11.77,1705397.00,4611995.00,3870419.00,5178790.00,533418.00,9819852.00,87455.00,3473393.00,5207857.00,0.00
立端,1150904,6245,2940797.00,,32115.00,,2,115,,0.00,,5947817.00,5947817.00,0.00,40.57,3869570.00,8659068.00,1466083.00,4274885.00,1508822.00,10222702.00,,405315.00,1563634.00,0.00
臺龍,1150904,6246,8900.00,,5094.00,,2,115,,0.00,,413939.00,413939.00,0.00,10.94,802479.00,1098486.00,378514.00,803912.00,21431.00,1217851.00,,1433.00,119365.00,0.00
沛波,1150904,6248,374607.00,,-19597.00,,2,115,-80407.00,0.00,,2184198.00,2184198.00,3828.00,21.85,1026922.00,2187710.00,999561.00,1841910.00,910034.00,4026108.00,,814988.00,1838398.00,0.00
百徽,1150904,6259,78524.00,,18158.00,,2,115,,,,420609.00,419816.00,0.00,14.96,170900.00,533085.00,280561.00,178692.00,42573.00,599301.00,793.00,7792.00,66216.00,0.00
久元,1150904,6261,2999269.00,,98879.00,,2,115,,,,6988055.00,6840412.00,0.00,53.23,1457838.00,4610460.00,1284980.00,1718479.00,2457284.00,8706534.00,147643.00,260641.00,4096074.00,0.00
普萊德,1150904,6263,920329.00,,0.00,,2,115,,0.00,,1557033.00,1557033.00,0.00,24.91,938569.00,2387180.00,625010.00,996259.00,11694.00,2553292.00,,57690.00,166112.00,0.00
富裔,1150904,6264,-722536.00,,281035.00,,2,115,,,,1040165.00,922052.00,0.00,6.76,2392778.00,4149661.00,1363553.00,3984783.00,0.00,5024948.00,118113.00,1592005.00,875287.00,0.00
方土昶,1150904,6265,770796.00,,-60776.00,,2,115,,0.00,,2205421.00,2205421.00,0.00,18.66,748314.00,2735501.00,1181722.00,754430.00,313679.00,2959851.00,,6116.00,224350.00,0.00
泰詠,1150904,6266,577332.00,,71390.00,,2,115,,0.00,,2450880.00,2450880.00,0.00,15.93,1205396.00,3063355.00,1538715.00,1348994.00,263443.00,3799874.00,,143598.00,736519.00,0.00
倍微,1150904,6270,191566.00,,1485869.00,,2,115,,0.00,,2731416.00,2731416.00,0.00,37.86,1189181.00,2117978.00,721458.00,1191863.00,332523.00,3923279.00,,2682.00,1805301.00,0.00
台燿,1150904,6274,11503893.00,,607056.00,,2,115,,,,24154076.00,24154076.00,0.00,80.69,18580070.00,38158634.00,2993361.00,22788654.00,9049766.00,46942730.00,,4208584.00,8784096.00,10561456.00
元山,1150904,6275,704684.00,,48003.00,,2,115,0.00,0.00,,1675543.00,1675720.00,0.00,20.86,1566056.00,2251297.00,803446.00,2131769.00,119587.00,3807312.00,-177.00,565713.00,1556015.00,0.00
安鈦克,1150904,6276,-95857.00,,1308.00,,2,115,,,,125881.00,125881.00,0.00,5.71,300177.00,381564.00,220430.00,309975.00,0.00,435856.00,0.00,9798.00,54292.00,0.00
胡連,1150904,6279,5624403.00,,72793.00,,2,115,,,,9114673.00,9059110.00,0.00,76.12,6471712.00,9507466.00,1190157.00,6777518.00,2171757.00,15892191.00,55563.00,305806.00,6384725.00,0.00
佳邦,1150904,6284,3143363.00,,799000.00,,2,115,-89459.00,,,8676571.00,8646824.00,1000000.00,58.43,4899733.00,6380540.00,1489803.00,6746594.00,3304117.00,15423165.00,29747.00,1846861.00,9042625.00,0.00
良維,1150904,6290,3662962.00,,51823.00,,2,115,,0.00,,8138156.00,7888932.00,0.00,46.50,3770155.00,9749738.00,1696498.00,5445194.00,2477649.00,13583350.00,249224.00,1675039.00,3833612.00,0.00
沛亨,1150904,6291,503456.00,,3833.00,,2,115,,,,1520912.00,1422430.00,0.00,33.87,799590.00,1977794.00,420000.00,880441.00,495141.00,2401353.00,98482.00,80851.00,423559.00,0.00
迅德,1150904,6292,727418.00,0.00,-47773.00,,2,115,0.00,,,1194541.00,1194541.00,0.00,25.63,634030.00,1529250.00,466007.00,772343.00,48889.00,1966884.00,0.00,138313.00,437634.00,0.00
智基,1150904,6294,296472.00,,,,2,115,,0.00,,556943.00,556943.00,0.00,21.38,577384.00,576737.00,260471.00,732309.00,,1289252.00,,154925.00,712515.00,0.00
晶焱,1150904,6411,2012276.00,,83853.00,,2,115,-110287.00,6300.00,,5123765.00,4978594.00,1491002.00,50.79,1587810.00,4279906.00,996552.00,1620675.00,1996200.00,6744440.00,145171.00,32865.00,2464534.00,17000.00
韋僑,1150904,6417,1003868.00,,-1602.00,,2,115,,,,1772964.00,1772964.00,0.00,41.94,721608.00,1631636.00,422740.00,1295336.00,347958.00,3068300.00,,573728.00,1436664.00,0.00
詠昇,1150904,6418,69271.00,,8116.00,,2,115,,0.00,,515187.00,515187.00,0.00,14.92,268320.00,589584.00,345220.00,533159.00,92580.00,1048346.00,,264839.00,458762.00,0.00
京晨科,1150904,6419,576175.00,,5179.00,,2,115,,,,714222.00,714222.00,0.00,54.28,345069.00,1111695.00,131592.00,517304.00,1276.00,1231526.00,0.00,172235.00,119831.00,0.00
億而得,1150904,6423,33291.00,,0.00,,2,115,-69715.00,,,518979.00,,744000.00,17.14,54331.00,311030.00,310160.00,222277.00,245243.00,741256.00,,167946.00,430226.00,0.00
易發,1150904,6425,74037.00,,-30165.00,,2,115,0.00,,,1343940.00,1288181.00,0.00,25.34,1666635.00,2086482.00,513823.00,2144709.00,730486.00,3488649.00,55759.00,478074.00,1402167.00,5570.00
