CompanyName,Date,Season,SecuritiesCompanyCode,Year,停業單位損益,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,已實現銷貨（損）益,所得稅費用（利益）,未實現銷貨（損）益,本期淨利（淨損）,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益（損失）,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
陸海,1150904,2,5603,115,,,22552.00,,,,0.06,,759.00,,8101.00,30653.00,,6381.00,1720.00,631.00,8229.00,621708.00,710302.00,88594.00,88594.00,87963.00,,8860.00,,28933.00,1720.00,8101.00
中連,1150904,2,5604,115,0.00,,0.00,,,,0.63,,11570.00,,68366.00,68366.00,,68366.00,,57393.00,22543.00,13930.00,81850.00,67920.00,67920.00,10527.00,,79936.00,,68366.00,,68366.00
中菲行,1150904,2,5609,115,,,175376.00,,,,4.03,,108411.00,,567718.00,743094.00,,567857.00,-139.00,640138.00,35991.00,14596546.00,16716233.00,2119687.00,2119687.00,1479549.00,,676129.00,,745173.00,-2079.00,567718.00
劍湖山,1150904,2,5701,115,,,-18972.00,,,,-0.48,,,,-69135.00,-88107.00,,-69135.00,,-47787.00,-21348.00,133954.00,227358.00,93404.00,93404.00,141191.00,,-69135.00,,-88107.00,,-69135.00
亞都麗緻,1150904,2,5703,115,0.00,,139.00,,,,0.43,0.00,7339.00,0.00,30023.00,30162.00,,30023.00,,35226.00,2136.00,131345.00,250744.00,119399.00,119399.00,84173.00,,37362.00,,30162.00,,30023.00
老爺知,1150904,2,5704,115,,,,,,,-0.27,,-186.00,,-15081.00,-15081.00,,,,-18953.00,3686.00,73844.00,101696.00,27852.00,27852.00,46805.00,,-15267.00,,,,-15081.00
台名,1150904,2,5878,115,,,14261.00,,,,1.30,,7758.00,,32639.00,46900.00,,32639.00,,36423.00,3974.00,355312.00,444799.00,89487.00,89487.00,53064.00,,40397.00,,46900.00,,32639.00
德記,1150904,2,5902,115,,,199.00,,,,1.05,,26731.00,,99649.00,99848.00,,99649.00,,121477.00,4903.00,813384.00,1089360.00,275976.00,275976.00,154499.00,,126380.00,,99848.00,,99649.00
全家,1150904,2,5903,115,,,-79.00,,,,3.69,,160441.00,,860055.00,859976.00,,824681.00,35374.00,853934.00,166562.00,36889913.00,56986130.00,20096217.00,20096217.00,19242283.00,,1020496.00,,824243.00,35733.00,860055.00
寶雅*,1150904,2,5904,115,,,,,,,17.45,,457641.00,,1857619.00,1857619.00,,,,2298131.00,17129.00,7709645.00,14026979.00,6317334.00,6317334.00,4019203.00,,2315260.00,,,,1857619.00
南仁湖,1150904,2,5905,115,,,8049.00,,,,0.06,,17849.00,,4858.00,12907.00,,16433.00,-11575.00,15270.00,7437.00,1403648.00,1922675.00,519027.00,519027.00,503757.00,,22707.00,,26544.00,-13637.00,4858.00
公勝保經,1150904,2,6028,115,,,,,,,7.31,,43557.00,,172578.00,172578.00,,172578.00,,214914.00,1221.00,2627943.00,3078400.00,450457.00,450457.00,235543.00,,216135.00,,172578.00,,172578.00
寬魚國際,1150904,2,6101,115,,,127.00,,,,1.25,,937.00,,143355.00,143482.00,,143355.00,,103348.00,40944.00,835552.00,987898.00,152346.00,152346.00,48998.00,,144292.00,,143482.00,,143355.00
合邦,1150904,2,6103,115,,,0.00,,,,-0.38,,231.00,,-5139.00,-5139.00,,-5139.00,,-6856.00,1948.00,38479.00,42484.00,4005.00,4005.00,10861.00,,-4908.00,,-5139.00,,-5139.00
創惟,1150904,2,6104,115,,,13074.00,,,,2.87,,40363.00,,261254.00,274328.00,,261254.00,0.00,294409.00,7208.00,1163186.00,2115268.00,952082.00,952082.00,657673.00,,301617.00,,274328.00,0.00,261254.00
亞元,1150904,2,6109,115,,,15499.00,,,,-0.70,,-336.00,,-53617.00,-38118.00,,-53738.00,121.00,-35130.00,-18823.00,334135.00,426779.00,92644.00,92644.00,127774.00,,-53953.00,,-38226.00,108.00,-53617.00
光聚晶電,1150904,2,6111,115,,,31973.00,,,,0.39,,52449.00,,71598.00,103571.00,,39698.00,31900.00,-146862.00,270909.00,4459756.00,6156659.00,1696903.00,1696903.00,1843765.00,,124047.00,,39916.00,63655.00,71598.00
亞矽,1150904,2,6113,115,,,11904.00,,,,0.79,,71.00,,41295.00,53199.00,,41295.00,,3821.00,37545.00,427106.00,494863.00,67757.00,67757.00,63936.00,,41366.00,,53199.00,,41295.00
久威,1150904,2,6114,115,0.00,,-127.00,,,,1.16,,23179.00,,51074.00,50947.00,,51074.00,,20049.00,54204.00,357038.00,417362.00,60324.00,60324.00,40275.00,,74253.00,,50947.00,,51074.00
建達,1150904,2,6118,115,,,,,,,-0.12,,8552.00,,-11173.00,-11173.00,,-11173.00,,1362.00,-3983.00,4583553.00,4820601.00,237048.00,237048.00,235686.00,,-2621.00,,-11173.00,,-11173.00
新普,1150904,2,6121,115,,,888562.00,,,,15.89,,1365080.00,,3845173.00,4733735.00,,2939301.00,905872.00,4526868.00,683385.00,32244455.00,39386203.00,7141748.00,7141748.00,2614880.00,,5210253.00,,3589428.00,1144307.00,3845173.00
擎邦,1150904,2,6122,115,,,-75747.00,,,,2.19,,41225.00,,167395.00,91648.00,,167395.00,,203826.00,4794.00,1607270.00,1875212.00,267942.00,267942.00,64116.00,,208620.00,,91648.00,,167395.00
上奇,1150904,2,6123,115,,,28307.00,,,,1.88,,26573.00,,162157.00,190464.00,,113669.00,48488.00,118259.00,70471.00,1919558.00,2223401.00,303843.00,303843.00,185584.00,,188730.00,,144826.00,45638.00,162157.00
業強,1150904,2,6124,115,,,50071.00,,,,0.30,,9788.00,,58689.00,108760.00,,54615.00,4074.00,20903.00,47574.00,806934.00,946971.00,140037.00,140037.00,119134.00,,68477.00,,104686.00,4074.00,58689.00
廣運,1150904,2,6125,115,,,60821.00,,,,0.15,,4929.00,,-102973.00,-42152.00,,38463.00,-141436.00,-179857.00,81813.00,1439016.00,1858521.00,419505.00,419505.00,599362.00,,-98044.00,,77777.00,-119929.00,-102973.00
信音,1150904,2,6126,115,,,275531.00,,,,0.54,,40236.00,,156029.00,431560.00,,68865.00,87164.00,162061.00,34204.00,2355277.00,2913057.00,557780.00,557780.00,395719.00,,196265.00,,224003.00,207557.00,156029.00
九豪,1150904,2,6127,115,,,83967.00,,,,-1.10,,-11754.00,,-118368.00,-34401.00,,-118368.00,,-118703.00,-11419.00,484453.00,510232.00,25779.00,25779.00,144482.00,,-130122.00,,-34401.00,,-118368.00
普誠,1150904,2,6129,115,,,21846.00,,,,-0.20,,147.00,,-34013.00,-12167.00,,-36452.00,2439.00,-82644.00,48778.00,476804.00,721976.00,245172.00,245172.00,327816.00,,-33866.00,,-15028.00,2861.00,-34013.00
上亞科技,1150904,2,6130,115,,,-966.00,,,,-0.03,,-7860.00,,-3146.00,-4112.00,,-1457.00,-1689.00,-8509.00,-2497.00,54359.00,88969.00,34610.00,34610.00,43119.00,,-11006.00,,-2423.00,-1689.00,-3146.00
萬旭,1150904,2,6134,115,,,189828.00,,,,0.42,,11138.00,,36637.00,226465.00,,34122.00,2515.00,49722.00,-1947.00,949476.00,1211609.00,262133.00,262133.00,212411.00,,47775.00,,222585.00,3880.00,36637.00
茂達,1150904,2,6138,115,,,1570.00,,,,7.64,,166956.00,,717484.00,719054.00,,559760.00,157724.00,796284.00,88156.00,2479055.00,4042715.00,1563660.00,1563660.00,767376.00,,884440.00,,561330.00,157724.00,717484.00
訊達電腦,1150904,2,6140,115,,,6380.00,,,,0.60,,9337.00,,32939.00,39319.00,,32939.00,,13950.00,28326.00,804421.00,884731.00,80310.00,80310.00,66360.00,,42276.00,,39319.00,,32939.00
振曜,1150904,2,6143,115,,,24496.00,,,,3.03,,95741.00,,406463.00,430959.00,,260420.00,146043.00,450623.00,51581.00,3400317.00,4312091.00,911774.00,911774.00,461151.00,,502204.00,,272777.00,158182.00,406463.00
得利影,1150904,2,6144,115,,,5407.00,,,,0.10,,0.00,,3812.00,9219.00,,,,-13978.00,17790.00,45338.00,76028.00,30690.00,30690.00,44668.00,,3812.00,,,,3812.00
耕興,1150904,2,6146,115,,,205617.00,,,,6.04,,146229.00,,635791.00,841408.00,,615348.00,20443.00,753807.00,28213.00,1299456.00,2433737.00,1134281.00,1134281.00,380474.00,,782020.00,,799212.00,42196.00,635791.00
頎邦,1150904,2,6147,115,,,11257434.00,,,,1.87,,476274.00,,1387413.00,12644847.00,,1387413.00,,2065955.00,-202268.00,9028124.00,12388063.00,3359939.00,3359939.00,1293984.00,,1863687.00,,12644847.00,,1387413.00
驊宏資,1150904,2,6148,115,0.00,,0.00,,,,0.17,,1464.00,,8068.00,8068.00,,8068.00,0.00,8214.00,1318.00,180014.00,242347.00,62333.00,62333.00,54119.00,,9532.00,,8068.00,0.00,8068.00
撼訊,1150904,2,6150,115,,,19871.00,,,,2.46,,39961.00,,117478.00,137349.00,,118999.00,-1521.00,173860.00,-16421.00,2206962.00,2592084.00,385122.00,385122.00,211262.00,,157439.00,,138870.00,-1521.00,117478.00
晉倫,1150904,2,6151,115,,,16714.00,,,,1.91,,36621.00,,105371.00,122085.00,,105371.00,0.00,133231.00,8761.00,701375.00,957049.00,255674.00,255674.00,122443.00,,141992.00,,122085.00,0.00,105371.00
順發,1150904,2,6154,115,,,6005.00,,,,0.75,,15143.00,,59933.00,65938.00,,59933.00,,74329.00,747.00,1619493.00,2008775.00,389282.00,389282.00,314953.00,,75076.00,,65938.00,,59933.00
松上,1150904,2,6156,115,,,85152.00,,,,0.08,,49204.00,,50484.00,135636.00,,8761.00,41723.00,43356.00,56332.00,2658072.00,3105143.00,447071.00,447071.00,403715.00,,99688.00,,68300.00,67336.00,50484.00
禾昌,1150904,2,6158,115,,,72678.00,,,,-1.25,,-19296.00,,-67478.00,5200.00,,-67478.00,,-72781.00,-13993.00,757979.00,896543.00,138564.00,138564.00,211345.00,,-86774.00,,5200.00,,-67478.00
欣技,1150904,2,6160,115,,,499.00,,,,-0.82,,-1730.00,,-56373.00,-55874.00,,-56210.00,-163.00,-62586.00,4483.00,329169.00,513507.00,184338.00,184338.00,246924.00,,-58103.00,,-55711.00,-163.00,-56373.00
捷波,1150904,2,6161,115,,,18970.00,,,,2.56,,32253.00,,143698.00,162668.00,,143698.00,,109825.00,66126.00,516598.00,799799.00,283201.00,283201.00,173376.00,,175951.00,,162668.00,,143698.00
華電網,1150904,2,6163,115,,,94748.00,,,,-0.18,,6611.00,,-29963.00,64785.00,,-27117.00,-2846.00,-27977.00,4625.00,2500886.00,3030648.00,529762.00,529762.00,557739.00,,-23352.00,,67631.00,-2846.00,-29963.00
久正,1150904,2,6167,115,,,25668.00,,,,-0.16,,659.00,,-23513.00,2155.00,,-23513.00,0.00,-74593.00,51739.00,580847.00,612891.00,32044.00,32044.00,106637.00,,-22854.00,,2155.00,0.00,-23513.00
昱泉,1150904,2,6169,115,,,-571.00,,,,-1.40,,-20.00,,-32717.00,-33288.00,,-32717.00,,-36868.00,4131.00,1839.00,248.00,-1591.00,-1591.00,35277.00,,-32737.00,,-33288.00,,-32717.00
統振,1150904,2,6170,115,,,1955.00,,,,2.18,,51834.00,,213613.00,215568.00,,212478.00,1135.00,155475.00,109972.00,1074077.00,1588620.00,514543.00,514543.00,359068.00,,265447.00,,214433.00,1135.00,213613.00
大城地產,1150904,2,6171,115,,,,,,,0.36,,17959.00,,35657.00,35657.00,,,,52471.00,1145.00,68301.00,138802.00,70501.00,70501.00,18030.00,,53616.00,,,,35657.00
信昌電,1150904,2,6173,115,,,940368.00,,,,2.98,,131509.00,,510848.00,1451216.00,,510848.00,,513092.00,129265.00,1707324.00,2392252.00,684928.00,684928.00,171836.00,,642357.00,,1451216.00,,510848.00
安碁,1150904,2,6174,115,,,-9192.00,,,,0.77,,7103.00,,38540.00,29348.00,,38540.00,,47282.00,-1639.00,232085.00,364370.00,132285.00,132285.00,85003.00,,45643.00,,29348.00,,38540.00
立敦,1150904,2,6175,115,,,208027.00,,,,1.70,,64978.00,,326817.00,534844.00,,254586.00,72231.00,352943.00,38852.00,1985101.00,2534861.00,549760.00,549760.00,196817.00,,391795.00,,420578.00,114266.00,326817.00
亞通,1150904,2,6179,115,,,-21591.00,,,,1.20,,49146.00,,178326.00,156735.00,,189720.00,-11394.00,317303.00,-89831.00,3334061.00,3815408.00,481347.00,481347.00,164044.00,,227472.00,,168129.00,-11394.00,178326.00
橘子,1150904,2,6180,115,,,-3943.00,,,,-0.26,,-34102.00,,-35834.00,-39777.00,,-44800.00,8966.00,-70898.00,962.00,3236529.00,4418005.00,1181476.00,1181476.00,1252374.00,,-69936.00,,-52299.00,12522.00,-35834.00
合晶,1150904,2,6182,115,,,766025.00,,,,0.06,,29290.00,,82722.00,848747.00,,33298.00,49424.00,116841.00,-4829.00,4104487.00,5189987.00,1085500.00,1085500.00,968659.00,,112012.00,,321524.00,527223.00,82722.00
幃翔,1150904,2,6185,115,,,39700.00,,,,-0.02,,1556.00,,-3609.00,36091.00,,-3609.00,,-61046.00,58993.00,302546.00,349325.00,46779.00,46779.00,107825.00,,-2053.00,,36091.00,,-3609.00
新潤,1150904,2,6186,115,,,,,,,2.25,,158105.00,,439013.00,439013.00,,,,578255.00,18863.00,2976420.00,3859377.00,882957.00,882957.00,304702.00,,597118.00,,,,439013.00
萬潤,1150904,2,6187,115,,,942085.00,,,,11.90,,208385.00,,1135887.00,2077972.00,,1151430.00,-15543.00,1111110.00,233162.00,1745574.00,3766081.00,2020507.00,2020507.00,909397.00,,1344272.00,,2093515.00,-15543.00,1135887.00
廣明,1150904,2,6188,115,,,226512.00,,,,0.99,,98662.00,,339162.00,565674.00,,275019.00,64143.00,202125.00,235699.00,3053180.00,4136813.00,1083633.00,1083633.00,881508.00,,437824.00,,493386.00,72288.00,339162.00
萬泰科,1150904,2,6190,115,,,56117.00,,,,1.35,,97416.00,,281134.00,337251.00,,248501.00,32633.00,354458.00,24092.00,4636554.00,5470580.00,834026.00,834026.00,479568.00,,378550.00,,302947.00,34304.00,281134.00
育富,1150904,2,6194,115,,,54618.00,,,,0.09,,6421.00,,4457.00,59075.00,,4457.00,,-1432.00,12310.00,450254.00,488351.00,38097.00,38097.00,39529.00,,10878.00,,59075.00,,4457.00
詩肯,1150904,2,6195,115,,,1399.00,,,,1.73,,24544.00,,87035.00,88434.00,,87035.00,0.00,116169.00,-4590.00,543753.00,1275551.00,731798.00,731798.00,615629.00,,111579.00,,88434.00,0.00,87035.00
瑞築,1150904,2,6198,115,,,6.00,,,,-0.19,,3696.00,,-32337.00,-32331.00,,-32304.00,-33.00,-30525.00,1884.00,34.00,118.00,84.00,84.00,30609.00,,-28641.00,,-32298.00,-33.00,-32337.00
天品,1150904,2,6199,115,0.00,,-23576.00,,,,2.07,,53381.00,,136005.00,112429.00,,128020.00,7985.00,172487.00,16899.00,269048.00,483490.00,214442.00,214442.00,41955.00,,189386.00,,104456.00,7973.00,136005.00
海韻電,1150904,2,6203,115,,,7309.00,,,,1.89,,57908.00,,155548.00,162857.00,,155548.00,,112936.00,100520.00,706867.00,1013245.00,306378.00,306378.00,193442.00,,213456.00,,162857.00,,155548.00
艾華,1150904,2,6204,115,,,-9923.00,,,,0.48,,4982.00,,11137.00,1214.00,,11137.00,,16372.00,-253.00,136986.00,206596.00,69610.00,69610.00,53238.00,,16119.00,,1214.00,,11137.00
雷科,1150904,2,6207,115,,,185856.00,,,,1.11,,10908.00,,89963.00,275819.00,,90254.00,-291.00,34166.00,66705.00,417734.00,604501.00,186767.00,186767.00,152601.00,,100871.00,,276110.00,-291.00,89963.00
日揚,1150904,2,6208,115,,,23173.00,,,,3.12,,22047.00,,288014.00,311187.00,,294878.00,-6864.00,147330.00,162731.00,1230171.00,1763796.00,533625.00,533625.00,386295.00,,310061.00,,318051.00,-6864.00,288014.00
慶生,1150904,2,6210,115,,-630.00,,,,,-0.63,,-54.00,,-21937.00,-21937.00,,,,-23487.00,1496.00,210754.00,214262.00,3508.00,3508.00,26365.00,,-21991.00,,,,-21937.00
理銘,1150904,2,6212,115,,,0.00,,,,0.96,,47299.00,,98344.00,98344.00,,,,158786.00,-13143.00,337509.00,551396.00,213887.00,213887.00,55101.00,,145643.00,,,,98344.00
中探針,1150904,2,6217,115,,,50805.00,,,,-0.19,,-12002.00,,-23641.00,27164.00,,-21604.00,-2037.00,-29103.00,-6540.00,1786637.00,2272219.00,485582.00,485582.00,514685.00,,-35643.00,,28811.00,-1647.00,-23641.00
豪勉,1150904,2,6218,115,,,-2934.00,,,,2.41,,11587.00,,154929.00,151995.00,,154929.00,0.00,52924.00,113592.00,616920.00,800866.00,183946.00,183946.00,131022.00,,166516.00,,151995.00,0.00,154929.00
富旺,1150904,2,6219,115,,,200.00,,,,-0.07,,5669.00,,-9169.00,-8969.00,,-9169.00,,67623.00,-71123.00,976070.00,1274643.00,298573.00,298573.00,230950.00,,-3500.00,,-8969.00,,-9169.00
岳豐,1150904,2,6220,115,,,55837.00,,,,-0.03,,48002.00,,-4784.00,51053.00,,-4784.00,0.00,188999.00,-145781.00,3663895.00,4947052.00,1283157.00,1283157.00,1094158.00,,43218.00,,51053.00,0.00,-4784.00
晉泰,1150904,2,6221,115,,,-87869.00,,,,1.22,,69994.00,,205821.00,117952.00,,205821.00,0.00,238133.00,37682.00,1440402.00,1964949.00,524547.00,524547.00,286414.00,,275815.00,,117952.00,0.00,205821.00
立軒,1150904,2,6222,115,,,-16039.00,,,,-0.10,,11.00,,-8936.00,-24975.00,,-8936.00,0.00,-10213.00,1288.00,1029.00,1351.00,322.00,322.00,10535.00,,-8925.00,,-24975.00,0.00,-8936.00
旺矽,1150904,2,6223,115,-5348.00,,280843.00,,,,28.08,,674624.00,,2751299.00,3032142.00,,2751299.00,0.00,3074861.00,356410.00,3773524.00,9166454.00,5392930.00,5392930.00,2318069.00,,3431271.00,,3032142.00,0.00,2756647.00
茂綸,1150904,2,6227,115,,,4175.00,,,,6.84,,145094.00,,535086.00,539261.00,,520305.00,14781.00,701363.00,-21183.00,10687321.00,11834408.00,1147087.00,1147087.00,445724.00,,680180.00,,524480.00,14781.00,535086.00
全譜,1150904,2,6228,115,,,167.00,,,,-0.29,,,,-7558.00,-7391.00,,-7558.00,,-9639.00,2081.00,14717.00,23224.00,8507.00,8507.00,18146.00,,-7558.00,,-7391.00,,-7558.00
研通,1150904,2,6229,115,,,12161.00,,,,0.75,,8359.00,,30281.00,42442.00,,30281.00,,19625.00,19015.00,1329953.00,1468606.00,138653.00,138653.00,119028.00,,38640.00,,42442.00,,30281.00
系微,1150904,2,6231,115,,,9752.00,,,,3.63,,58813.00,,165613.00,175365.00,,165613.00,,207247.00,17179.00,206084.00,903566.00,697482.00,697482.00,490235.00,,224426.00,,175365.00,,165613.00
旺玖,1150904,2,6233,115,,,185607.00,,,,0.22,,33.00,,18016.00,203623.00,,18016.00,,-10048.00,28097.00,107432.00,194933.00,87501.00,87501.00,97549.00,,18049.00,,203623.00,,18016.00
高僑,1150904,2,6234,115,,,24283.00,,,,0.32,,11687.00,,32603.00,56886.00,,32603.00,,-4586.00,48876.00,254237.00,276427.00,22190.00,22190.00,26776.00,,44290.00,,56886.00,,32603.00
中湛,1150904,2,6236,115,,,991.00,,,,0.00,,0.00,,-52.00,939.00,,-52.00,,-1150.00,1098.00,2701.00,16062.00,13361.00,13361.00,14511.00,,-52.00,,939.00,,-52.00
驊訊,1150904,2,6237,115,,,353.00,,,,-0.43,,65.00,,-34122.00,-33769.00,,-34122.00,0.00,-36982.00,2925.00,173675.00,290236.00,116561.00,116561.00,153543.00,,-34057.00,,-33769.00,0.00,-34122.00
松崗,1150904,2,6240,115,,,-51815.00,,,,-0.59,,-34.00,,-13423.00,-65238.00,,-13423.00,,665.00,-14122.00,11801.00,24989.00,13188.00,13188.00,12523.00,,-13457.00,,-65238.00,,-13423.00
鑫永洋,1150904,2,6241,115,,,,,,,0.38,,,,13446.00,13446.00,,,,22653.00,-9207.00,295630.00,354557.00,58927.00,58927.00,36274.00,,13446.00,,,,13446.00
立康,1150904,2,6242,115,,,30.00,,,,1.11,,8152.00,,35199.00,35229.00,,35199.00,,39850.00,3501.00,93630.00,283549.00,189919.00,189919.00,150069.00,,43351.00,,35229.00,,35199.00
茂迪,1150904,2,6244,115,,,71343.00,,,,0.46,,16579.00,,177962.00,249305.00,,176781.00,1181.00,143717.00,50824.00,1343709.00,1672211.00,328502.00,328502.00,184785.00,,194541.00,,245075.00,4230.00,177962.00
立端,1150904,2,6245,115,,,44458.00,,,,1.81,,58723.00,,265174.00,309632.00,,265174.00,,282808.00,41089.00,2416042.00,3468386.00,1052344.00,1052344.00,769536.00,,323897.00,,309632.00,,265174.00
臺龍,1150904,2,6246,115,,,20260.00,,,,-0.91,,-2870.00,,-34620.00,-14360.00,,-34620.00,,-21578.00,-15912.00,562144.00,619323.00,57179.00,57179.00,78757.00,,-37490.00,,-14360.00,,-34620.00
沛波,1150904,2,6248,115,,,-23932.00,,,,0.59,,14856.00,,57290.00,33358.00,,57290.00,,90136.00,-17990.00,2904665.00,3110470.00,205805.00,205805.00,115669.00,,72146.00,,33358.00,,57290.00
百徽,1150904,2,6259,115,,,5910.00,,,,1.05,,2504.00,,29238.00,35148.00,,29132.00,106.00,21328.00,10414.00,284146.00,365786.00,81640.00,81640.00,60312.00,,31742.00,,35042.00,106.00,29238.00
久元,1150904,2,6261,115,,37203.00,212880.00,,,,2.21,,20209.00,,267398.00,480278.00,,283627.00,-16229.00,216015.00,71592.00,1493072.00,2139005.00,645933.00,645933.00,467121.00,,287607.00,,489996.00,-9718.00,267398.00
普萊德,1150904,2,6263,115,,,,,,,4.54,,61464.00,,283729.00,283729.00,,283729.00,0.00,326530.00,18663.00,502398.00,967490.00,465092.00,465092.00,138562.00,,345193.00,,283729.00,0.00,283729.00
富裔,1150904,2,6264,115,,,,,,,-0.50,,2428.00,,-84387.00,-84387.00,,-67901.00,-16486.00,-52206.00,-29753.00,24244.00,44155.00,19911.00,19911.00,72117.00,,-81959.00,,-67901.00,-16486.00,-84387.00
方土昶,1150904,2,6265,115,,,8670.00,,,,6.44,,161811.00,,760908.00,769578.00,,760908.00,,814244.00,108475.00,1543294.00,2425951.00,882657.00,882657.00,68413.00,,922719.00,,769578.00,,760908.00
泰詠,1150904,2,6266,115,,,23524.00,,,,0.92,,31811.00,,141295.00,164819.00,,141295.00,,155590.00,17516.00,1287374.00,1550075.00,262701.00,262701.00,107111.00,,173106.00,,164819.00,,141295.00
倍微,1150904,2,6270,115,,,415469.00,,,,0.57,,4171.00,,41360.00,456829.00,,41360.00,,38736.00,6795.00,1525795.00,1675616.00,149821.00,149821.00,111085.00,,45531.00,,456829.00,,41360.00
台燿,1150904,2,6274,115,,,459005.00,,,,12.40,,1699074.00,,3601714.00,4060719.00,,3601714.00,,5185472.00,115316.00,17576879.00,24355008.00,6778129.00,6778129.00,1592657.00,,5300788.00,,4060719.00,,3601714.00
元山,1150904,2,6275,115,,,18544.00,,,,0.97,,19484.00,,77045.00,95589.00,,77635.00,-590.00,77511.00,19018.00,1790459.00,2180819.00,390360.00,390360.00,312849.00,,96529.00,,96176.00,-587.00,77045.00
安鈦克,1150904,2,6276,115,,,508.00,,,,-4.78,,0.00,,-105269.00,-104761.00,,-105269.00,,-89673.00,-15596.00,344265.00,399400.00,55135.00,55135.00,144808.00,,-105269.00,,-104761.00,0.00,-105269.00
胡連,1150904,2,6279,115,,,178506.00,,,,4.40,,132401.00,,527121.00,705627.00,,523914.00,3207.00,561940.00,97582.00,3537019.00,4869954.00,1332935.00,1332935.00,770995.00,,659522.00,,705299.00,328.00,527121.00
佳邦,1150904,2,6284,115,,,1142045.00,,,,0.91,,98525.00,,129960.00,1272005.00,,134192.00,-4232.00,196464.00,32021.00,2898812.00,3566746.00,667934.00,667934.00,471470.00,,228485.00,,1276237.00,-4232.00,129960.00
良維,1150904,2,6290,115,,142211.00,101543.00,,,,4.50,,229973.00,,768338.00,869881.00,,763089.00,5249.00,947357.00,50954.00,3677135.00,5306328.00,1629193.00,1629193.00,824047.00,,998311.00,,856036.00,13845.00,768338.00
沛亨,1150904,2,6291,115,,,5824.00,,,,6.36,,68905.00,,266541.00,272365.00,,266955.00,-414.00,331067.00,4379.00,837192.00,1362697.00,525505.00,525505.00,194438.00,,335446.00,,272088.00,277.00,266541.00
迅德,1150904,2,6292,115,,6184.00,3711.00,,,,3.52,,18959.00,,163851.00,167562.00,,163851.00,,86237.00,96573.00,364219.00,595054.00,230835.00,230835.00,150782.00,,182810.00,,167562.00,,163851.00
智基,1150904,2,6294,115,,,,,,,2.13,,12547.00,,55381.00,55381.00,,55381.00,,79448.00,-11520.00,281328.00,470773.00,189445.00,189445.00,109997.00,,67928.00,,55381.00,,55381.00
晶焱,1150904,2,6411,115,,,10675.00,,,,2.30,,40092.00,,198711.00,209386.00,,223706.00,-24995.00,56841.00,181962.00,898751.00,1353626.00,454875.00,454875.00,398034.00,,238803.00,,233394.00,-24008.00,198711.00
韋僑,1150904,2,6417,115,,,42.00,,,,3.62,,41769.00,,152834.00,152876.00,,152834.00,,187592.00,7011.00,610499.00,934153.00,323654.00,323654.00,136062.00,,194603.00,,152876.00,,152834.00
詠昇,1150904,2,6418,115,,,9670.00,,,,0.24,,2462.00,,8252.00,17922.00,,8252.00,,19227.00,-8513.00,349999.00,436718.00,86719.00,86719.00,67492.00,,10714.00,,17922.00,,8252.00
京晨科,1150904,2,6419,115,,,1870.00,,,,19.43,,20832.00,,255702.00,257572.00,,255702.00,0.00,50021.00,226513.00,515789.00,668291.00,152502.00,152502.00,102481.00,,276534.00,,257572.00,0.00,255702.00
億而得,1150904,2,6423,115,,,,,,,0.49,,7012.00,,14731.00,14731.00,,,,21387.00,356.00,1345.00,125179.00,123834.00,123834.00,102447.00,,21743.00,,,,14731.00
易發,1150904,2,6425,115,,,-3893.00,,,,0.66,,1911.00,,34120.00,30227.00,,33664.00,456.00,21732.00,14299.00,597932.00,874207.00,276275.00,276275.00,254543.00,,36031.00,,29771.00,456.00,34120.00
今展科,1150904,2,6432,115,,,22172.00,,,,1.64,,7961.00,,55609.00,77781.00,,55609.00,,21253.00,42317.00,480609.00,615980.00,135371.00,135371.00,114118.00,,63570.00,,77781.00,,55609.00
大中,1150904,2,6435,115,,,192293.00,,,,7.35,,56299.00,,274877.00,467170.00,,,,303366.00,27810.00,1379032.00,1898561.00,519529.00,519529.00,216163.00,,331176.00,,,,274877.00
廣錠,1150904,2,6441,115,,,2.00,,,,-2.63,,386.00,,-141572.00,-141570.00,,-140328.00,-1244.00,-138141.00,-3045.00,133284.00,61350.00,-71934.00,-71934.00,66207.00,,-141186.00,,-140326.00,-1244.00,-141572.00
益得,1150904,2,6461,115,,,,,,,-1.22,,0.00,,-214559.00,-214559.00,,,,-204658.00,-9901.00,126177.00,36447.00,-89730.00,-89730.00,114928.00,,-214559.00,,,,-214559.00
神盾,1150904,2,6462,115,,,107957.00,,,,-3.05,,-26291.00,,-499390.00,-391433.00,,-277857.00,-221533.00,-849715.00,324034.00,2952794.00,3915190.00,962396.00,962396.00,1812111.00,,-525681.00,,-169272.00,-222161.00,-499390.00
